username,full_text
KompasTV,pendiri startup investasi raymond chin bertanya kepada ceo danantara rosan roeslani dari skala 0100 seberapa yakin tidak akan terjadi korupsi di danantara dalam program rosi rosan berani menjamin 100 persen dirinya dan tim tidak akan melakukan korupsi ia juga akan
dokyeomset,after all those kasus korupsi yang berulangulang jangan heran kalau rakyat ga percaya sama pengolaan danantara pak apa lagi jajaran atasnya itu itu lagi people have zero expectations over gibran jokowi ex napi koruptor bi dan luhut
megicjar,yang rasional aja lah pak yang ada diperbaiki bukan malah bikin program baru yg masih uji coba jor2an mau bikin danantara tp banyak orang2 yg di phk karena pabrik banyak yg tutup korupsi sampe triliunan dimana uang itu klo buat rakyat bisa membantu banget aneh banget lah
mhmmddaffa1409,memang benar tujuannya baik tetapi sekarang masyarakat agak skeptis terhadap pengelolaan danantara pak terlebih kasus korupsi yang merugikan miliaran hingga triliunan hampir sering terdengar
Sulaya_tweet,jamin 100 jaminannya apa kalo terjadi korupsi di danantara permohonan maaf plus materai 10 rebu
democrashzy,sedang menunggu kasus korupsi danantara
RioPerdana70,niat baik sih ok tapi gimana danantara di jadikan lumbung korupsi
sunshinediarie,kalo diamati ya ini juga tulisan kekhawatiran sby yang artinya dia juga tau kalo sebenarnya danantara ladang korupsi kalimat terakhir amat sangat menjelaskan situasi
Anexartitianti,danantara juga modalnya diambil dari banyak anggaran esensial public serbice yg terpaksa dipotong alasan efisiensi padahal demi danantara dan lihat juga tabel korupsi ini sudah nyentuh kuadriliun dan yg di korup itu bahkan barang non subsidi kurang sangsi ginana lagi rakyat
trinurwidodo1,sudah lelah untuk percaya pak semua sektor sudah penuh dengan korupsi sekarang malah ada danantara rakyat mau dibodohi apalagi
IhsaniSadra,kenapa yg di tanggapi bapak hanya program danantara saja tanggapi juga dong mega korupsi yg ada yg jelas2 sudah merugikan negara dan masyrakat buat apa meluncurkan program yg belum tentu menguntungkan kalau mega korupsi nya dimana mana
krakencumicumi,danantara lebih besar dari pertamina atau bumn lain yg pernah di korupsi jadi ini nanti akan jadi korupsi terbesar dalam sejarah kkn harga mati jayalah kkn
basukining,apakah danantara bisa diaudit krn dana yg dikelola tdklah sedikit jangan sampai danantara menjadi tempat untuk meningkankan korupsi para pejabat beramai2 atau tempat bancakan bagi para pejabat menikmati danantara tanpa kepastian hukum yg jelas
AnHel59491654,saya khawatir danantara ini hanya jadi ladang korupsi baru kalau mau ekonomi maju hancurkan korupsi yg menjangkiti bumn
adibssiraj,benang kusut korupsi pertamina danantara aman lewat
swdevbali,sejarah 2 out of 2 failed jiwasraya dan asabri why the 3rd one will be a success malah dalam 2 mingguan ini ada berita korupsi gila2an hanya angan2 kosong kalau ngarep danantara akan berakhir baik mungkin butuh 5 tahun tp optimislah pasti gagal
Nakama_Senpai,korupsi yang merajalela penanganan koruptor yang terkesan enggan dan kurang transparan membuat saya skeptis dengan didirikannya danantara ini
mintcox,aowkaowkaokwoa sebagian rakyat pun dari awal udah yakin danantara jadi lahan baru korupsi
Rhenald_Kasali,benang kusut korupsi pertamina danantara aman di saat tangantangan tak kelihatan bergerak mengorkestrasikan rentetan kasus yang terungkap belakangan ini apa hubungan antara kasus korupsi pertamina danantara hingga pagar laut yang belum usai
SyabrieT,mohon maaf pak korupsi kita aja makin banyak pak danantara ntaran dulu deh kerugian negara makin banyak yee lapangann pekerjaan makin sedikit pajak sembako bahan pokok lainnya makin meningkat harganya pak
ImArthurFathur,sebenarnya danantara ini di kertas mungkin terlihat bagus tapi track record pemerintah indonesia membuat danantara jadi tidak menjanjikan bagaimana kita bisa percaya pada pemerintah setelah semua kasus korupsi yang terjadi hukuman bagi koruptor pun tidak jelas
hazelnutkahfi,sebagai rakyat jelata kami berharap demikian seperti yang bapak sampaikan akan tetapi pemilihan sosok yang bertanggungjawab terhadap danantara saja sudah cukup membuat kami curiga coba bagaimana menurut bapak sosok yang terbukti punya track record korupsi bisa dipercaya lagi
sinepilgadungan,kok prasaan tiba2 bgt ada opini jelek soal kaum minoritas ama b20 alias hiv setengahnya kita ribut perkara danantara sama korupsi pertamax kyknya udah fokus puasa ama maki2 pmrnta aja
Rosi_KompasTV,dugaan korupsi pertamina bagaimana kepercayaan publik pada danantara minta klarifikasi pada ceo danantara rosan roeslani selengkapnya saksikan di sini
FerryThink,hei bo selama hukum di negeri ini tidak di tegakan dengan benar praktik suap korupsi harus di hukum sangat berat dan bahkan harus dihukum mati jika pejabat korupsi kalo hukum di tegakkan dengan benar nggak usah ada danantara pun indonesia pasti maju
AliMsHansen,taspen amp asabri sptinya fraud nya jg pake dalih krugian investasi kami harap p yakinkn qt dulu jk pmerintah tlh bnr2 mnata sistem amp etika brnegara kita srius brtindak brantas korupsi tnpa pndang partai shg masyarakat amp investor mgkn akn yakin dg tujuan besar danantara
namujo0n,saya teh nggak khawatir krn yakin betul danantara jd bahan korupsi gedegedean
allemmagne,ga ada yang cemas pak soalnya semua orang udah tau danantara buat korupsi orang orang kaya biar makin kaya
MikailAmrullah,hah pertamina bumn bukan boss 1 bumn ajah potensi korupsi nya 1 kuadriliun terus rakyat di suruh percaya gitu danantara ngelola dana yg lebih besar dari pertamina lucu kali pejabat negara ini
NugrohoBud17981,kelompok yang seolah olah perduli takut ada korupsi pada danantara itu sebenarnya kelompok pengkhianat yang sebenarnya tidak ingin melihat negara dan bangsa indonesia ini berdaulatberdikari secara ekonomi dibawah kepemimpinan presiden prabowo subianto itu saja inti nya pak
littlesincan,saya pun setuju mas nggak cemas dan nggak heran dibentuknya wadah korupsi baru saya lebih percaya messi orang cianjur daripada percaya danantara sesuai tujuan
HndraAg13,sudah muak kami pak dikasih tontonan uang negara di korupsi muak dengan berbagai proyek dng anggaran besar tapi gaada hasil danantara melibatkan uang besar didalamnya pak rawan disalahgunakan jika tidak benar2 ditangani org2 yang mumpuni apalagi ada jokowi di dalamnya
pamswakarsa_,yang saya herankan apa tidak ada orang yg bersih mengelola danantara ini malah isinya finalis occrp amp bekas orang yg pernah terlobat kasus korupsi bapak faham tidak soal itu
summerbrxxze,ya allah pak bapak tu presiden indonesia paling oke yang paling gahar di zamannya memberantas korupsi tanpa pandang bulu ga usah main ama mereka pak sumpah nyoreng marwah bapak apalagi bapak ngomong soal danantara yang udah jelas questionable pak udah pak
AndriyDaniy,dengan tidak adanya audit dan bebas jerat hukum bagi pengelola maka kami semakin yakin danantara untuk korupsi bersamaan dan bank emas untuk money laundry
RkytJlata,korupsi anggaran asset maupun sumber daya lainnya dilakukan dgn cara manipulasi laporan penggunaannya bagaimna sistem pengawasan amp pemeriksaan yang dibangun pd danantara yg menutup ruang bagi manajemen danantara melakukan korupsi
AliMsHansen,menurut pak bagaimana masyarakat tidak boleh ragu dengan danantara jika kami terus dipertontonkan kan halhal yg seperti ini padahal kami mengharapkannya beritaberita tentang aksitindakan nyata akan keseriusan pemerintah membasmi korupsi tanpa pandang partai
bharatasoim,eep syaifulah sh pengamat politik danantara di bawah ancaman politisasi dan korupsi para penguasa yang rangkap jadi pengusaha dana danantara bisa dimanfaatkan saat pemilu 2029 dimulai presiden bisa tergelincir utk gunakan dana investasi ini seperti pemilu 2024 oleh jokowi
assyifatulalif,kecemasan itu nyata sebab danantara bakal jadi ladang baru buat korupsi
danisetiawan587,saya yakin danantara hanya untuk bagi2 kue pada para pejabat kalau para koruptor tidak dihukum se berat2nya atau dihukum mati saja atau dimiskinkan seluruh keluarganya mak semua dana 100 bakal jadi ajang korupsi
thisiswindi,sulit pak untuk percaya krn penempatan orang2 yg pernah menjadi tersangka korupsi di posisi penting saya yakin mmg ada kepentingan politik didalam danantara sudah semestinya dicurigai
satwajinack,mo berita kasus korupsi timah pertamina sekarang asdp apaan lagi itu danantara yaudahlah gue mau menjalani ramadhan dengan sebaikbaiknya biar ku adukan klen satu satu pas shalat
saturngguk,where is the outlook banyak banget mega korupsi bumn terus sekarang terkesan mau menghilangkan trust issue masyarakat dengan mengeluarkan statement berisikan pengamatan good governance cuman angan2 kalau yang didalem danantara itu orang yang punya track record kurang baik
Andrimonstah,gak sabar ih pengen liat berita korupsi danantara
chomira1,bagaimana masyarakat bisa percaya pada danantara jika yang mengelolanya adalah pihak yang terafiliasi dengan finalis occrp yang jelasjelas punya rekam jejak korupsi
und_cuckoosnest,lo cukup ngurusin korupsi lo cukup eliminasi perpalakan lo cukup ngurusi inefisiensi tata kelola sungguhan lo cukup pertahankan proker berjalan yg udah diterima baik masyarakat lo cukup hadirkan kepastian hukum ga perlu danantara masalahnya emang good governance tok
cepotnova,saya sependapat dengan pak sby tentang rencana pak prabowo untuk memperkuat investasi nasional dengan adanya danantara tapi jika pondasi hukum untuk koruptor belum begitu tegas ini cuma akan jadi lahan mega korupsi apa pertanggung jawaban dari kalian jika terjadi korupsi
tapayy_lottok,terlalu bnyak menyodori kebijakan rakyat sampai pusing mana yg benarbenar menguntungkan dan mana yg benarbenar bikin rugi padahal bisa ngambil langkah dengan meningkatkan kinerja dan kegunaan bumn malah merilis gudang korupsi baru danantara negara penuh dng orang lucu
hipsterarcher,masyarakat sudah trust issue dengan pejabat pejabat yang ada sekarang dengan banyaknya kasus korupsi yang baru aja terkuak di jajaran bumn maupun asn bagaimana mungkin masyarakat mau begitu saja percaya bahwa danantara benar benar bisa dijadikan investasi
tbfakhru_jojo,semua indikiasii menunjukkan bahwa danantara hanya akan jadi bahan korupsi saja seperti bumn yang lain sebab yang menjalankan adalah orang yang hoby maling
gito_729,yakin danantara ga di korupsi klo era sekarang ga di korupsi mungkin era nanti
joejack40,wajar sih dari beberpa kasus di bumn dan pemerintah dimana pejabat2nya korup sedemikian besar dikuatirkan danantara hanya sebagai dana antara untuk ladang korupsi penguasa dan kroni kroninya
AmbiIrawan1818,ahhh dari dulu bapak slalu berkata good governance sepertinya kalo mengucapkan kata itu bapak sangat pasih cuma tdk sepasih melaksanakannya danantara direspon negatif sebab disitu ada burhanudin abdullah dan muliaman hadad orang profesional korupsi paham kan
feelmyaespa,gw udah scroll lama agak sampe bawah tapi 100 yang gw baca gak ada yang mendukung atau kasih nilai positif sama danantara ini rata rata sudah todos percaya karana track record selama ini yang ya bisa dicari sendiri berita belakangan ini juga isinya korupsi semua
Irfan5yah_Putra,danantara lagi menyusul di klasemen liga korupsi indonesia
n__vi_a,makanya suatu hari gak akan heran kalau ada kasus korupsi danantara yaaa udah siap tinggal bilang kaaannnn wkwkwkwkw
penjagamenara,kita sebagai rakyat tau danantara itu baik spt halnya temasek dan hazanah tp krn trust sudah hancur di hantam mega korupsi bertubi tubi bagaimana mengembalikan kepercayaan rakyat pihak asing saja ga percaya utk investasi disini bagaimana memberi kepastian kepada rakyat
Irfan5yah_Putra,saya yakin dan percaya pak kalau danantara nanti akan berada diposisi pertama di klasemen liga korupsi indonesia
aro_6ansi,diantara pengelola danantara salah satunya di isi mantan napi korupsi bank bi dan finalis oocrp bagaimana masyarkat dan para pakar ekonom yang masih merawat akal waras bisa percaya dan optimis yuk tetap ikutan menjaga berpikir waras pak
simpplyguy,saya mewakili warga negara amp rakyat republik indonesia menyatakan 100 bahwa kami tidak khawatir pak karena kami tahu pasti amp yakin betul danantara ini pada suatu hari akan menjadi sebuah skandal korupsi terbesar amp terbaik yang pernah tercipta di republik ini
elmuhr22399,luar biasa mega korupsi di negri ini diatas akal waras manusiasapu kotor buat bebersihdi lembagakandanantara lembaga yg siap bangkrutbakal di curi rame2terutama para poli tikus yg tak punya jiwa negarawan
36Dpib12339,sing penting ora di korupsi jujur terbuka pada rakyat karena danantara dana milik seluruh rakyat indonesia bukan milik pemerintah
niccjoo,danantara itu salome satu lobang rame rame lobang korupsi
Ryan_Ramirez,programnya bagus tp tingkat kepercayaan rakyat thdp pemerintah itu sangat buruk dan trauma dengan banyaknya korupsi mungkin danantara ini muncul disaat yg tidak tepat
lavernderhaze,sok sok an tertantang gitu padahal bukti korupsi aja udh dimanamana segala mau ngebuktiin danantara menyelamatkan ekonomi pret ah
AdhamErlan57773,yang lama aja bisa di korupsi pak apalagi yang baru kayak danantara tidak perlu lagi mencari pembenaran maupun pembelaan ke masyarakat karena kami sudah terlalu sering di kecewakan oleh para pejabat di negeri ini yang mayoritas nya adalah koruptor
akademimem96790,cair bos tinggal nggu info korupsi danatalang eh danantara
GMambruk,pengawasnya ada orang ini pak bgmana rakyat gak akan sangsi justru org ini biangnya korupsi di nkri maka rakyat sangat hakkul yakin danantara akan boncos nanti
Najazi731,memang kalau bicara gampang kalau berani para pejabat yg bertanggung jawab berani tidak dihukum gantung atau dipenjara seumur hidup kalau sampai terjadi korupsi di danantara apa berani seharusnya kalau yakin berhasil harus berani jamin
SONYnkri,hajat hidup orang banyak dikuasai para koruptor dan oligarki presiden saat ini juga dilema mau perjuangkan untuk rakyat sesungguhnya atau omon omon demi danantara yg bisa jadi ladang mega korupsi baru
KompasTV,pendiri startup investasi raymond chin bertanya kepada ceo danantara rosan roeslani dari skala 0100 seberapa yakin tidak akan terjadi korupsi di danantara dalam program rosi rosan berani menjamin 100 persen dirinya dan tim tidak akan melakukan korupsi ia juga akan
asun_damai,asabri jiwasraya pertamina sudah jadi ladang korupsi sekarang di bentuk danantara menjadi ladang korupsi yg semakin besar liat aja pejabat2nya di isi dari lingkaran penguasa semua
mjbakhm,bagaimana tidak khawatir amp muncul trust issue sedangakan pejabat danantara ada yg mantan napi korupsi ada yang keponakan pejabat negara undang2 juga di buat sedemikianrupa supaya kpk bpk kejaksaan jika ingin melakukan pemeriksaan harus seijin dpr sangat tidak bisa dipercaya
inusaid,tekan potensi korupsi danantara pengamat minta pemerintah perketat tata kelola
NgopiKita_,saya dukung kalian publish liga korupsi indonesia ini kami mau bukti kerjanya pak dan nanti tinggal tunggu korupsi makan siang gratis berjamaah dan danantara
svidermark,untung udah buka mereka mereka nih tau danantara ga sih bahas korupsi pertamina mulu noh bahas danantara yang bakal jadi ladang korupsi super duper mega besar
kangrust5,sepakat tujuan baik hanya pelaksanaan yang salah urus bahkan muncul kejahatan yang rugikan rakyat wajar curiga karena hawatir semua niat baik pada akhirnya muncul korupsi yang terjadi semoga allah lindungi segala niat dan pelaksana tata kelola danantara untuk kebaikan umat
