full_text,tweet_english
ngeri habis mikir mantan napi korupsi bi masuk jajar danantara,horrified to think that ex-corruption convicts would enter the ranks and between
korupsi orang2 nya jokowi tuh udah banyak jamur then tiba2 was wes wos muncul danantara gk diskusi sama rakyat tiba2 udah luncur aja tuh negara apa sih lama2 jadi orde baru part 2 dah gue udah titik tinggi buat gk percaya sama perintah bye,the corruption of the people of jokowi was a lot of mushrooms then suddenly was wes wos appeared and between gk discussions with the people suddenly slid away just what country it was so long ago so the new order part 2 was already a high point for me to believe the same order bye
gak sabar tunggu berita korupsi danantara,can't wait for news of corruption and
ingat kelas dana haji aja di malinginkorupsi nanti danantara kata bisa audit bapak n kpk,just remember the class of Hajj funds in Malinginkorupsi later and between the words you can audit Mr. n kpk
danantara pesimistis massal kadung trust issue berita kasus2 korupsi utama perusahaan2 bumn bukan mereka nyata rugi akibat mismanagement alibi mnjdi momok masyarakat hilang percaya manuver investasi apa,and mass pessimistic intermediaries kadung trust issue news of major corruption cases of bumn companies instead they are real losses due to mismanagement alibi mnjdi scourge people lost believe what investment maneuvers
izin pak bapak tahu yang nama korupsi baik jam bapak jaman jokowi jaman prabowo 100 sya yakin ada korupsi simpel hanya butuh pasti nanti ada korupsi danantara siap hukum mati saja,"permission, sir, you know that the name of corruption is good at the time, Mr. Jokowi Jaman Prabowo 100 I believe that there is simple corruption, just need to be sure that there will be corruption and between is ready to be executed"
pak semua erti tuju benar baik lihat dari sisi bentuk hngga jajar tunggang danantara sarat penting politik elit tentu sebut mereka yang ingin saling tahan kuasa ujung korupsi,"sir, all the meaning is true, both in terms of the shape of the riding line and the important intermediary, elite politics, of course, say those who want to withstand each other's power, the end of corruption"
korupsi 1000t akan evaluasi koplak begini suruh percaya danantara bank emas,corruption 1000t will evaluate KOPLAK like this tell trust and between gold banks
bapak jamin danantara tidak awas tanpa transparansi bakal bebas korupsi gausah jauh2 pak lama 10 tahun akhir aja berapa banyak jabat korupsi tahu yang belum tahu yakin lebih banyak pak,"mr. Bail and Antara are not careful without transparency, they will be free of corruption. Gausah, far from the last 10 years, how many corrupt officials know who do not know, they are sure that more sir"
bukan khawatir sih mah udah 1000 yakin danantara bakal jadi ladang korupsi,i'm not worried that 1000 are sure and between them it will become a field of corruption
in conclusion danantara luncur bukan penting rakyat maupun maju negara lain cara baru pejabrut korupsi bisa adil hukum,"in conclusion and between sliding is not important for the people or for other countries, the new way of corruption can be fair and legal"
lama danantara kelola transparan publik harap ada balik kelola tutup akuntabilitas publik transparan potensi korupsi sangat besar danantara kunci nya prudent transparan ada manfaat rakyat,"for a long time and between transparent public management, it is hoped that there will be a reverse management of transparent public accountability, the potential for corruption is very large and among the keys to being prudent, transparent, there are people's benefits"
lihat realita ada semua bidang habis korupsi saya sangat khawatir danantara akan jd lembaga korupsi brutal ingat pepatah jangan leta telur satu wadah tidak mau habis semua potensi kaya bangsa,see the reality there are all areas of corruption I am very worried and between the brutal corruption institutions remember the saying do not leta eggs one container does not want to exhaust all the rich potential of the nation
pertama sangat tuju ada nya danantara nusantara saya pribadi program sangat bantu uang indonesia pantau baik para investor ngga takut nama nya uang di korupsi karena investor takut uang di korupsi,the first is very purposeful there is and between the archipelago I personally program is very helpful for Indonesian money monitor well the investors are not afraid of the name of the money in corruption because investors are afraid of money in corruption
sy yakin tuju goal ingin capai proyek danantara baik buka investasi erak ekonomi indonesia lbh masif tapi pak mohon maaf sdh sgt pesimis para kelola negara 14k t jadi lahan baru untuk bancak korupsi,"i am sure the goal is to achieve the project and between it is good to open massive LBH Indonesian economic investment but sir, I apologize for being pessimistic about managing the country 14k t being a new land for corruption"
ikn selesai alih isu2 kini danantara rakyat butuh semua pak notabene sela n cela buat brengsek kuasa korupsi,ikn finished over the issues now and between the people need all sir incidentally interrupt n reproach for the asshole of corruption power
dana segar buat bancak rame rame pak salam adalah presiden baik sejak era reformasi beri masuk prabowo sijat habis korupsi itu danantara bisa percaya,fresh funds for bancak rame rame pak salam is a good president since the reform era gave entry to prabowo sijat after the corruption and between can believe
kalo ekonomi tambah buruk nilai index saham turun mending stop danantara pak bilang pak presiden ingat rakyat khawatir sekali mirip 1mbdb malaysia lagi orang ngelola orang titip semua ada pernah penjara kasus korupsi,"if the economy is worse, the value of the stock index is down, mending stop and between, sir, said the president remembers that the people are worried that it is like 1mbdb in malaysia again, people manage people, all of whom have been jailed for corruption cases"
danantara bukan jadi tempat parkir uang hasil korupsi jahat yang lama ada ln pak yakin itu,"and between them is not a parking lot of money from the evil corruption that has existed for a long time, I'm sure"
mohon maaf pak danantara muncul saat kasus kasus korupsi negeri makin manusiawi wajar banyak pihak pesimis,"i'm sorry, Mr. Danantara, when the case of corruption in the country is getting more humane, many parties are pessimistic"
buka terus buka habis tahun2 ikut bakal omong jaman jabat banyak jabat tangkap kasus korupsi hmm iya sih situ speechnya jelek terus danantara tempat money laundry kan eh whoops usaha legal deh bener,"open continue to open after 2 years of going to talk about the era of the shaking many shakes catch corruption cases hmm yes, that's where the speech is bad and between places where money laundry is eh whoops legal business right"
masih jokowi luhut kroni2nya ngurusin percaya 100 kalo danantara bakal hasil jadi ajang korupsi rame2,still jokowi luhut kroni2nya manage to believe 100 if and between the results will be the scene of corruption rame2
bahkan jika malaikat suruh kelola danantara sy tetap ragu pak bagaimana prestasi selenggara negara dlm seleweng korupsi di luar nalar entah mahluk jenis apa saat kendali negara pak,"even if the angels tell me to manage and between, I still have doubts, sir, how the performance of state officials in corruption deviates from reason, whether what kind of creature when the control of the state, sir"
blueprint tatakelola danantara sekarang saya yakin kok bang yakin bakal jadi proyek bancak korupsi maksud,blueprint of governance and between now I'm sure why I'm sure it will be a project of corruption
betu pikir danantara bakal jd wadah korupsi baru,betu think and between will be a new corruption container
